dates,mean,p2.5,p25,p75,p97.5
11/10/21,24.714285714285715,21.714285714285715,23.0,26.142857142857142,27.428571428571427
12/10/21,25.857142857142858,22.0,24.0,27.428571428571427,29.428571428571427
13/10/21,27.142857142857142,22.257142857142856,25.142857142857142,28.857142857142858,31.314285714285713
14/10/21,28.142857142857142,23.285714285714285,26.285714285714285,30.428571428571427,33.457142857142856
15/10/21,29.285714285714285,23.97142857142857,27.428571428571427,31.571428571428573,35.05714285714285
16/10/21,30.428571428571427,23.97142857142857,28.428571428571427,33.142857142857146,37.285714285714285
17/10/21,32.142857142857146,24.142857142857142,29.428571428571427,34.857142857142854,39.42857142857143
18/10/21,33.857142857142854,25.742857142857144,30.571428571428573,36.57142857142857,40.657142857142844
19/10/21,35.42857142857143,26.371428571428574,31.428571428571427,38.42857142857143,43.51428571428571
20/10/21,36.857142857142854,27.571428571428573,33.285714285714285,40.285714285714285,45.57142857142857
21/10/21,38.42857142857143,29.685714285714287,34.285714285714285,42.142857142857146,47.0
22/10/21,40.57142857142857,30.428571428571427,36.0,44.142857142857146,49.05714285714285
23/10/21,42.714285714285715,31.542857142857144,38.0,46.0,52.05714285714285
24/10/21,44.57142857142857,33.85714285714286,39.42857142857143,48.57142857142857,55.05714285714285
25/10/21,46.57142857142857,35.74285714285715,41.0,50.42857142857143,57.028571428571425
26/10/21,48.42857142857143,36.82857142857142,43.142857142857146,52.857142857142854,60.31428571428571
27/10/21,51.0,38.31428571428572,43.857142857142854,55.714285714285715,62.77142857142856
28/10/21,53.142857142857146,40.4,45.714285714285715,58.142857142857146,65.57142857142857
29/10/21,55.142857142857146,42.0,47.0,61.285714285714285,68.0
30/10/21,57.57142857142857,42.14285714285714,48.714285714285715,63.857142857142854,71.48571428571428
31/10/21,60.142857142857146,43.885714285714286,50.57142857142857,66.71428571428571,75.39999999999999
01/11/21,62.0,44.25714285714285,52.714285714285715,70.0,77.77142857142856
02/11/21,64.57142857142857,46.8,54.57142857142857,72.85714285714286,81.05714285714285
03/11/21,67.14285714285714,49.08571428571429,56.42857142857143,76.28571428571429,83.57142857142856
04/11/21,69.71428571428571,51.2,58.0,79.57142857142857,87.34285714285716
05/11/21,72.14285714285714,53.08571428571429,59.857142857142854,83.14285714285714,91.51428571428572
06/11/21,75.57142857142857,54.42857142857143,62.57142857142857,86.28571428571429,94.74285714285713
07/11/21,78.42857142857143,54.2,65.57142857142857,89.71428571428571,99.85714285714286
08/11/21,82.0,56.2,67.71428571428571,93.42857142857143,104.34285714285716
09/11/21,84.0,58.4,70.0,98.14285714285714,108.88571428571429
10/11/21,87.57142857142857,59.885714285714286,73.85714285714286,101.57142857142857,113.85714285714283
11/11/21,90.57142857142857,60.68571428571428,76.0,105.42857142857143,118.19999999999999
12/11/21,93.57142857142857,62.22857142857143,78.28571428571429,110.42857142857143,122.4857142857143
13/11/21,96.14285714285714,65.14285714285714,80.85714285714286,115.71428571428571,126.74285714285713
14/11/21,99.42857142857143,66.14285714285714,83.85714285714286,120.71428571428571,129.68571428571428
15/11/21,101.28571428571429,67.85714285714286,85.14285714285714,124.71428571428571,133.77142857142857
16/11/21,104.28571428571429,70.4,87.28571428571429,128.57142857142858,138.17142857142858
17/11/21,107.0,71.65714285714284,89.57142857142857,133.0,144.37142857142857
18/11/21,110.71428571428571,72.45714285714286,92.14285714285714,137.28571428571428,149.42857142857142
19/11/21,114.57142857142857,74.82857142857144,95.42857142857143,142.14285714285714,153.19999999999996
20/11/21,117.57142857142857,74.37142857142857,99.42857142857143,144.85714285714286,159.62857142857143
21/11/21,120.42857142857143,75.62857142857142,101.85714285714286,148.71428571428572,162.8857142857143
22/11/21,123.57142857142857,75.77142857142857,104.57142857142857,153.85714285714286,166.68571428571425
23/11/21,125.42857142857143,76.37142857142857,107.14285714285714,157.28571428571428,170.71428571428572
24/11/21,129.0,77.68571428571428,110.71428571428571,161.57142857142858,174.77142857142857
25/11/21,132.14285714285714,79.4857142857143,114.0,165.14285714285714,178.14285714285714
26/11/21,134.28571428571428,81.11428571428571,115.57142857142857,171.0,181.6285714285714
27/11/21,136.85714285714286,82.28571428571429,117.71428571428571,174.85714285714286,185.28571428571428
28/11/21,140.0,85.02857142857142,121.57142857142857,178.57142857142858,190.39999999999998
29/11/21,143.0,87.2,122.71428571428571,182.57142857142858,194.0
30/11/21,144.71428571428572,88.85714285714286,125.28571428571429,185.0,197.9142857142857
